Date,Category,Payment_mode,Description,Amount,Cashback
2024-03-21,Entertainment,UPI,Investment week thousand member relate national stand.,376.21,0.0
2024-03-14,Groceries,Credit Card,The story national bring.,636.21,0.5
2024-03-22,Stationary,Cash,Writer almost figure environment professional.,994.48,0.0
2024-03-18,Stationary,Credit Card,Teach movement believe option time traditional.,964.76,0.0
2024-03-26,Stationary,Cash,Law environment discuss member must.,599.32,0.03
2024-03-15,Food,Credit Card,Citizen Republican test understand road include main.,584.79,0.0
2024-03-13,Bills,Debit Card,Opportunity star better century arm buy know.,731.39,0.0
2024-03-05,Bills,Debit Card,Own hard upon agree none.,539.13,0.22
2024-03-08,Healthcare,Cash,Less tend risk city treatment nor.,814.2,0.67
2024-03-30,Subscription,Credit Card,Down happen senior prevent Republican ask stage keep.,373.18,0.87
2024-03-07,Healthcare,UPI,Find know front know address reality without.,208.38,0.0
2024-03-29,Travel,Credit Card,Too pick find history great stop.,587.53,0.0
2024-03-01,Stationary,Credit Card,Worker order body play take else land each.,400.61,0.61
2024-03-30,Food,Debit Card,Foreign ability floor man tonight size ever.,223.32,0.7
2024-03-16,Entertainment,Cash,Health themselves than part run same upon.,594.89,0.05
2024-03-01,Groceries,Debit Card,Agree much rather call notice tonight alone.,121.53,0.5
2024-03-28,Travel,Cash,Word away voice research bag wear news.,601.96,0.0
2024-03-17,Entertainment,UPI,Project laugh specific green century focus light seat.,884.06,0.27
2024-03-05,Subscription,Cash,Player or save wind rule something cup kid.,409.84,0.0
2024-03-14,Food,Debit Card,Police face open film individual.,119.05,0.12
2024-03-27,Subscription,UPI,Allow by number dark.,626.53,0.37
2024-03-03,Travel,Cash,Debate concern one consider require.,898.9,0.6
2024-03-19,Food,Cash,Address image bring soldier article force public weight.,733.48,0.11
2024-03-23,Investment,Debit Card,Bad exactly dream newspaper likely join father those.,692.24,0.0
2024-03-02,Entertainment,UPI,Perhaps same recently apply century region with important.,809.93,0.0
2024-03-04,Subscription,Credit Card,On or player real.,643.56,0.14
2024-03-11,Investment,UPI,Figure training state oil what century impact.,419.23,0.07
2024-03-23,Travel,Debit Card,Skill owner behavior list everybody age.,235.08,0.99
2024-03-26,Investment,Credit Card,Kind century remain region.,778.09,0.0
2024-03-12,Subscription,Credit Card,Rate dog security.,524.36,0.74
2024-03-08,Stationary,Cash,Politics land great unit.,759.35,0.54
2024-03-18,Healthcare,Credit Card,Cultural face right develop.,778.61,0.0
2024-03-02,Investment,UPI,Goal relationship truth.,993.11,0.32
2024-03-16,Stationary,Debit Card,Teacher choose feeling get.,354.96,0.0
2024-03-18,Groceries,UPI,Various statement Democrat act allow exactly explain.,66.35,0.36
2024-03-13,Food,UPI,Manager personal firm.,421.7,0.0
2024-03-17,Bills,Credit Card,Parent catch message.,310.98,0.42
2024-03-06,Subscription,UPI,Network you move black.,574.29,0.18
2024-03-30,Food,Credit Card,Through teacher start month someone.,317.76,0.78
2024-03-22,Bills,Cash,Break yourself edge.,780.24,0.75
2024-03-18,Subscription,Cash,Member before coach lot environment.,962.17,0.99
2024-03-25,Healthcare,Debit Card,Act individual make short town.,703.72,0.39
2024-03-03,Subscription,Cash,Change president tough few matter.,836.65,0.0
2024-03-06,Subscription,Cash,Describe range painting.,132.32,0.98
2024-03-13,Stationary,Cash,Contain small traditional short big money however approach.,568.96,0.26
2024-03-04,Stationary,Cash,Just a imagine southern suffer.,803.69,0.0
2024-03-03,Food,Cash,Media image report she institution room.,535.06,0.02
2024-03-14,Travel,Cash,Whose perform amount present music they college.,545.32,0.54
2024-03-06,Food,UPI,Concern before over explain difficult size.,387.71,0.78
2024-03-09,Travel,Credit Card,Shake television memory soon.,179.81,0.1
2024-03-29,Groceries,Credit Card,Lawyer have building nature.,442.02,0.48
2024-03-05,Travel,Cash,Hand writer opportunity kind agent sing final.,739.99,0.53
2024-03-08,Bills,Debit Card,Them service effort forward read poor.,886.22,0.66
2024-03-16,Travel,Cash,Positive shake right single upon past middle sister.,546.84,0.73
2024-03-27,Stationary,Cash,Daughter claim bag color open generation.,832.09,0.05
2024-03-26,Subscription,Credit Card,Back per suggest official.,55.45,0.86
2024-03-02,Travel,Debit Card,Add north word system.,37.04,0.0
2024-03-17,Food,UPI,Page whatever travel ok office.,73.52,0.25
2024-03-03,Travel,Cash,Understand describe present send Mr floor speak.,274.62,0.82
2024-03-06,Subscription,UPI,Inside sound approach until carry town perform yet.,347.11,0.24
2024-03-09,Stationary,Credit Card,Chance common under public.,228.58,0.03
2024-03-07,Food,UPI,Tend probably politics.,851.39,0.86
2024-03-12,Subscription,Debit Card,Information never skin break store list lawyer.,980.25,0.59
2024-05-17,Travel,UPI,Case believe free call father offer.,843.87,0.41
2024-05-17,Entertainment,UPI,Name positive box set some seek.,200.73,0.29
2024-05-08,Healthcare,UPI,Mind focus suddenly argue point care.,385.87,0.2
2024-05-19,Stationary,Credit Card,Relationship mission yes thousand between risk.,22.66,0.96
2024-05-04,Entertainment,Debit Card,Health put company poor.,489.56,0.8
2024-05-01,Healthcare,Cash,Much shoulder manager loss perform according trouble hour.,876.32,0.0
2024-05-26,Healthcare,Cash,Exist something couple important theory your official.,342.23,0.0
2024-05-19,Entertainment,Credit Card,Executive leader color impact site serve.,565.06,0.35
2024-05-08,Stationary,Credit Card,Hour professor soldier off.,374.37,0.17
2024-05-25,Groceries,Cash,Evidence hard government suddenly traditional.,82.77,0.51
2024-05-21,Food,Cash,Politics pull at road charge during old.,36.28,0.0
2024-05-17,Food,Cash,Challenge including child sport must.,273.08,0.23
2024-05-26,Groceries,Cash,Modern this phone town.,585.9,0.99
2024-05-22,Subscription,Credit Card,Treatment know college.,774.91,0.45
2024-05-16,Stationary,UPI,Trouble majority national support position need.,511.76,0.38
2024-05-28,Travel,Cash,Them bed soldier should table again.,375.1,0.0
2024-05-07,Travel,UPI,Glass this employee window.,878.93,0.02
2024-05-04,Travel,UPI,Join exist military fine.,544.06,0.91
2024-05-01,Stationary,Debit Card,Discuss evidence however section.,727.19,0.0
2024-05-27,Investment,Credit Card,Four mind crime represent school.,901.24,0.59
2024-05-02,Bills,Debit Card,Condition along yet bad their move.,986.27,0.72
2024-05-15,Food,UPI,Center eye can.,590.36,0.72
2024-05-03,Groceries,Cash,Whether away friend.,158.69,0.0
2024-05-16,Subscription,UPI,Figure listen impact be keep guess only.,952.5,0.58
2024-05-23,Subscription,Cash,Court hear hand able.,937.55,0.26
2024-05-13,Healthcare,Credit Card,Return watch expert mind lay guess never.,253.67,0.0
2024-05-09,Bills,Credit Card,Serve where through strong reach.,236.86,0.88
2024-05-24,Subscription,Cash,Free hour painting full.,953.18,0.0
2024-05-13,Entertainment,Cash,Memory public make.,645.58,0.0
2024-05-28,Travel,Debit Card,Smile my military suffer.,931.5,0.98
2024-05-06,Food,Debit Card,With kitchen find member.,161.81,0.0
2024-05-13,Bills,Debit Card,Space great laugh close five fish concern.,130.09,0.8
2024-05-19,Stationary,Credit Card,Argue century whatever student.,761.7,0.0
2024-05-20,Subscription,UPI,Bring phone and.,509.5,0.78
2024-05-24,Healthcare,Cash,Congress much five measure.,224.19,0.0
2024-05-17,Food,Cash,Section already system coach.,583.21,0.72
2024-05-29,Healthcare,UPI,Hundred soldier dog woman sell goal.,188.88,0.49
2024-05-26,Food,Credit Card,Within suggest would seek quickly position wall control.,274.12,0.38
2024-05-08,Healthcare,UPI,Last more family democratic loss where.,472.47,0.33
2024-05-24,Groceries,Cash,Financial month visit share add mission method local.,392.35,0.0
2024-05-28,Bills,UPI,Nature up kid deal year PM.,614.02,0.24
2024-05-27,Subscription,UPI,Stop quality culture score.,924.27,0.78
2024-05-13,Bills,Debit Card,Cold continue military believe support beautiful.,500.24,0.97
2024-05-21,Bills,Debit Card,Pay office bit draw.,352.24,0.66
2024-05-18,Food,Cash,Stage technology road candidate factor let.,440.49,0.44
2024-05-21,Groceries,Cash,Pick purpose movement manager news.,749.06,0.69
2024-05-01,Subscription,Cash,Wide floor kind continue whose.,848.57,0.1
2024-05-26,Investment,Debit Card,Off course add town.,621.7,0.0
2024-05-06,Entertainment,Credit Card,Among should ahead surface particularly bar share eight.,72.93,0.9
2024-05-22,Investment,Cash,Especially science government real agree join.,695.78,0.54
2024-05-20,Bills,Credit Card,Which standard economy.,832.34,0.12
2024-05-17,Bills,Credit Card,Eight born growth station certain spend.,512.14,0.0
2024-05-08,Travel,Cash,Than right physical of.,242.24,0.43
2024-05-13,Travel,Cash,Operation paper begin modern father size.,847.0,0.67
2024-05-23,Stationary,UPI,Figure act behind sing them.,678.5,0.0
2024-05-29,Healthcare,Debit Card,Process window style trial sea fall rise.,140.47,0.13
2024-05-15,Investment,UPI,Rather put standard lay admit carry.,842.93,0.8
2024-05-28,Healthcare,Cash,Billion name foreign popular yeah deal.,220.04,0.09
2024-05-17,Bills,Cash,Hit American fear hard full modern.,359.49,0.25
2024-05-26,Bills,Credit Card,Example customer imagine member.,619.32,0.73
2024-05-02,Subscription,UPI,Loss do action almost gun.,826.03,0.05
2024-05-15,Healthcare,Debit Card,Medical act ever crime position current.,350.8,0.65
2024-05-20,Food,Credit Card,President culture without authority.,37.98,0.88
2024-05-16,Entertainment,UPI,Policy shoulder admit art.,526.04,0.0
2024-05-10,Food,UPI,Agency apply return.,323.06,0.13
2024-05-30,Food,Debit Card,Mission if music available source.,418.78,0.84
2024-05-12,Investment,Credit Card,Nearly tree how can.,566.11,0.55
2024-05-22,Subscription,Debit Card,Interview bank head exist medical.,197.42,0.23
2024-05-07,Stationary,Cash,Ready no wife test system do.,982.82,0.61
2024-05-27,Healthcare,Debit Card,Community popular ability once view.,377.26,0.62
2024-05-11,Entertainment,Cash,Collection huge what sell send.,446.28,0.47
2024-05-26,Entertainment,Cash,Age leader fact head.,504.68,0.0
2024-05-23,Bills,Debit Card,Floor tough bit small lot yeah million century.,562.47,0.0
2024-05-10,Investment,Credit Card,Two life officer southern pressure training forget.,722.46,0.88
2024-05-24,Subscription,UPI,Doctor from respond sell particularly.,410.62,0.0
2024-05-12,Subscription,Cash,Bag particularly memory out time foreign knowledge.,838.17,0.96
2024-05-18,Stationary,Cash,Together perhaps know television benefit security serve.,887.66,0.0
2024-05-08,Food,Credit Card,Professor but security nature he office professional board.,699.25,0.96
2024-05-29,Food,Debit Card,Admit indeed small.,326.31,0.29
2024-05-03,Entertainment,Cash,Space place present sense.,740.85,0.0
2024-05-27,Entertainment,Cash,Involve page tend space.,890.37,0.65
2024-05-21,Stationary,Debit Card,Center question ok open cover.,62.53,0.48
2024-05-26,Travel,UPI,Forward color add option.,989.47,0.78
2024-05-13,Groceries,UPI,Stuff pressure successful feeling leader.,440.02,0.15
2024-05-16,Investment,Credit Card,Poor under spend result almost to.,601.69,0.59
2024-05-21,Investment,Cash,Production maintain everyone interview too treatment according.,259.79,0.37
2024-05-23,Stationary,Debit Card,Democratic many voice reach picture here population.,526.89,0.0
2024-05-24,Travel,Debit Card,National none say.,760.45,0.34
2024-05-13,Entertainment,UPI,Medical war size interview.,857.58,0.38
2024-05-01,Groceries,Debit Card,South floor partner nearly however those plan defense.,555.76,0.49
2024-05-07,Travel,Debit Card,President certain miss anyone.,353.03,0.74
2024-05-14,Investment,UPI,Maintain under they present the field the budget.,42.74,0.18
2024-05-10,Groceries,UPI,Source parent consumer.,444.06,0.71
2024-05-26,Stationary,Credit Card,Word social them sense professional window item describe.,138.04,0.89
2024-05-07,Groceries,Debit Card,Various sport food lawyer since and.,189.75,0.24
2024-05-19,Stationary,Cash,Want class that huge reflect will stay somebody.,911.95,0.24
2024-05-23,Bills,Credit Card,Force project authority of offer site energy state.,184.5,0.78
2024-05-07,Investment,Credit Card,Our minute language glass.,754.03,0.13
2024-05-27,Entertainment,Credit Card,Consider partner word hot.,258.52,0.79
2024-05-28,Travel,Cash,Represent TV hour idea book door.,576.9,0.95
2024-05-15,Travel,Credit Card,Factor thank news my usually industry.,973.27,0.0
2024-05-14,Groceries,Cash,Low late vote place with scene.,173.4,0.45
2024-05-11,Stationary,Cash,Baby member school speech read clearly something.,70.34,0.61
2024-05-23,Entertainment,Credit Card,Situation thus campaign reality including eight.,175.35,0.94
2024-05-30,Stationary,UPI,Each arm site factor information machine economic.,454.93,0.0
2024-05-06,Entertainment,Cash,South how entire matter daughter.,641.99,0.39
2024-05-13,Bills,UPI,Term air only defense view each.,803.39,0.6
2024-05-24,Subscription,Debit Card,Line same scene.,572.59,0.39
2024-05-20,Investment,Credit Card,Become ahead election.,650.12,0.44
2024-05-26,Food,Debit Card,Total just those say during you resource.,518.27,0.41
2024-05-29,Groceries,UPI,Against size trial know.,808.02,0.56
2024-05-14,Food,UPI,Personal trade effort company institution some price reveal.,716.7,0.0
2024-05-01,Travel,Debit Card,Task pick simple still discussion add.,768.31,0.0
2024-05-13,Healthcare,Credit Card,Director stand be knowledge north.,448.03,0.04
2024-05-26,Food,Credit Card,Too class upon within player read.,636.19,0.97
2024-05-06,Travel,UPI,Bank week simply book year talk no billion.,940.41,0.03
2024-05-03,Food,UPI,Executive price serve song idea safe.,696.43,0.02
2024-05-10,Healthcare,Cash,Administration clear nothing news how throughout Mr.,149.99,0.0
2024-05-09,Food,UPI,Son article girl conference student expert.,414.42,0.9
2024-05-02,Subscription,Cash,Hospital mention risk reason region stock.,568.31,0.42
2024-05-09,Entertainment,Credit Card,Claim question sense eight.,113.49,0.21
2024-05-06,Stationary,Credit Card,Western large top.,700.13,0.22
2024-05-22,Investment,Credit Card,Its where score.,79.8,0.0
2024-05-11,Travel,Cash,Report where level discover safe various front firm.,336.55,0.14
2024-05-02,Entertainment,UPI,Capital beautiful too.,124.11,0.2
2024-05-24,Bills,Debit Card,Within to cultural create yet find brother.,921.39,0.59
2024-05-29,Food,Cash,Role medical firm walk recently ground.,624.71,0.81
2024-05-05,Groceries,Credit Card,Model travel resource fight.,931.96,0.7
2024-05-24,Healthcare,UPI,Point institution attorney air production cell front.,42.56,0.34
2024-05-28,Healthcare,Cash,Operation impact professional.,317.35,0.3
2024-05-06,Bills,Cash,Church high plan.,384.75,0.0
2024-05-05,Entertainment,UPI,Eight more idea about.,132.85,0.0
2024-05-13,Food,Cash,Benefit adult world various maintain including.,208.44,0.01
2024-05-01,Stationary,Cash,Into radio not difficult see cost myself.,824.72,0.08
2024-05-29,Investment,Cash,Book him other anything strong black.,733.87,0.0
2024-05-13,Investment,Cash,Mind hot do her dark.,368.04,0.26
2024-05-01,Travel,Cash,Rest food source environment scene place.,656.17,0.75
2024-05-14,Entertainment,UPI,Wall everybody clear war budget production air.,922.87,0.83
2024-05-05,Bills,Credit Card,Crime lose everybody sound ten.,209.62,0.0
2024-05-04,Entertainment,UPI,Pretty such hit camera.,368.43,0.03
2024-05-28,Investment,UPI,Work voice occur right check.,571.94,0.11
2024-05-28,Food,Debit Card,Prepare later least travel do lose create.,993.05,0.29
2024-05-26,Groceries,Credit Card,Whatever law head guess each.,911.67,0.85
2024-05-05,Stationary,UPI,Case still vote medical throughout way.,963.11,0.82
2024-05-11,Travel,Credit Card,Test effort see federal.,83.86,0.0
2024-05-19,Investment,Credit Card,Whose accept practice with field right.,864.47,0.49
2024-05-09,Investment,Credit Card,Machine property word candidate federal action bring.,288.9,0.0
2024-05-02,Groceries,Debit Card,War because force despite world.,332.87,0.0
2024-05-18,Healthcare,Cash,Stay bit staff Republican above physical.,46.02,0.21
2024-05-06,Bills,Debit Card,Education support pick begin.,56.61,0.38
2024-11-13,Travel,Debit Card,Now watch free significant artist like teach.,139.89,0.51
2024-11-12,Entertainment,Debit Card,Share take you.,316.02,0.73
2024-11-08,Food,Credit Card,Drop which reality minute say physical.,822.36,0.09
2024-11-12,Healthcare,UPI,Put woman support person.,219.62,0.0
2024-11-10,Groceries,Cash,Growth painting speak under free.,401.26,0.68
2024-11-17,Travel,UPI,Baby road many yard.,720.68,0.0
2024-11-23,Food,UPI,Its yard must level wrong very better.,540.08,0.0
2024-11-07,Bills,Credit Card,Several what car beautiful action challenge.,768.83,0.61
2024-11-04,Food,UPI,Lay draw power itself ground easy picture.,85.58,0.64
2024-11-17,Food,UPI,Talk mention example would model surface.,355.37,0.86
2024-11-21,Bills,Debit Card,Your building billion than.,63.73,0.13
2024-11-15,Entertainment,Cash,Property suggest draw fill consumer meet region.,111.13,0.23
2024-11-04,Bills,Debit Card,Source add smile among ten TV serve.,933.18,0.96
2024-11-23,Food,UPI,Night leader site board former.,487.18,0.14
2024-11-04,Bills,Cash,Officer pressure one class entire.,115.49,0.0
2024-11-13,Stationary,UPI,Hand suggest price hope face.,602.01,0.33
2024-11-13,Stationary,Credit Card,Maintain body thousand upon small window through suddenly.,585.52,0.56
2024-11-19,Entertainment,Credit Card,Their send bill assume bag performance.,305.61,0.65
2024-11-24,Food,Debit Card,Buy box more offer number become.,472.72,0.1
2024-11-18,Stationary,Credit Card,Movie very field world officer forward.,35.43,0.85
2024-11-02,Entertainment,Cash,Street type relate bank.,480.06,0.29
2024-11-04,Groceries,Cash,Home together relate decade among.,361.71,0.11
2024-11-02,Healthcare,Cash,Position response positive note under.,911.23,0.0
2024-11-13,Groceries,Debit Card,Yard item month student employee able fact issue.,480.67,0.3
2024-11-01,Stationary,Credit Card,Thousand between debate several attention anything war.,349.61,0.89
2024-11-20,Healthcare,Cash,Section summer quite.,865.24,0.76
2024-11-16,Investment,Debit Card,Physical almost week they.,241.62,0.9
2024-11-25,Food,UPI,Worker president police while treatment better difference assume.,242.38,0.0
2024-11-14,Subscription,UPI,Anything husband another manage magazine spring hundred.,969.53,0.0
2024-11-25,Entertainment,Cash,Often as we more wish.,412.74,0.85
2024-11-04,Groceries,UPI,Sister key open question collection heavy.,955.97,0.02
2024-11-29,Subscription,Credit Card,Interest too growth arm rest.,765.86,0.0
2024-11-10,Subscription,UPI,Medical pay bring.,325.53,0.47
2024-11-09,Investment,UPI,Company car weight candidate.,942.93,0.0
2024-11-17,Groceries,UPI,Step current onto statement.,441.25,0.79
2024-11-17,Investment,Debit Card,No trade page woman respond true.,298.76,0.62
2024-11-23,Bills,UPI,Word face follow another.,162.62,0.0
2024-11-18,Subscription,UPI,Central to key structure agree how.,929.07,0.81
2024-11-06,Investment,Credit Card,Star stage short pressure line.,496.91,0.33
2024-11-24,Groceries,Cash,Guy help trade cold child much.,103.81,0.88
2024-11-26,Subscription,Cash,Television whom option time sure anyone.,555.33,0.0
2024-11-14,Healthcare,Cash,Economic whole huge over admit focus.,612.08,0.97
2024-11-06,Subscription,Debit Card,Lay two speech break.,580.64,0.02
2024-11-29,Food,Credit Card,Then special firm paper world.,677.7,0.06
2024-11-13,Food,Credit Card,Else also debate example.,742.73,0.02
2024-11-11,Travel,Cash,Total true radio control.,173.39,0.17
2024-11-19,Food,UPI,Trial serious board ten big third close.,144.11,0.48
2024-11-12,Bills,UPI,Note discussion wait eye.,748.13,0.03
2024-11-07,Bills,Cash,My mind security a.,576.24,0.45
2024-11-03,Subscription,Debit Card,Situation concern parent you.,941.63,0.34
2024-11-28,Bills,UPI,Game under sound local economy TV executive.,855.45,0.48
2024-11-16,Healthcare,Debit Card,Pay window help majority fall drop cut.,67.45,0.97
2024-11-16,Subscription,Cash,Onto traditional wall enter year.,341.37,0.19
2024-11-26,Subscription,Credit Card,Blood economy important Congress.,394.83,0.68
2024-11-21,Investment,Debit Card,Toward draw brother success region life.,678.86,0.0
2024-11-08,Bills,Cash,Best he wish my.,20.35,0.12
2024-11-13,Investment,Debit Card,Plant indeed performance your item author science.,199.08,0.97
2024-11-10,Entertainment,Debit Card,Dream officer recently figure interview exactly.,120.34,0.87
2024-11-09,Stationary,Debit Card,Table plan up.,487.12,0.12
2024-11-19,Entertainment,UPI,Down adult again history six stay PM.,873.24,0.34
2024-11-12,Food,Credit Card,Seven be remain include.,140.12,0.92
2024-11-01,Food,Credit Card,Degree happen read keep.,720.47,0.0
2024-11-19,Food,UPI,View care strategy career but rise position.,910.88,0.99
2024-11-14,Entertainment,Credit Card,Black level north still police too.,982.91,0.0
2024-11-19,Healthcare,Debit Card,Dark feel tough sort west.,993.18,0.1
2024-11-12,Subscription,Debit Card,Campaign perhaps process industry address no past.,113.19,0.0
2024-11-23,Investment,UPI,Alone writer individual dinner force sense.,810.45,0.0
2024-11-22,Bills,Credit Card,Place get my green community but may like.,421.7,0.02
2024-11-05,Entertainment,Credit Card,Protect people sense military.,556.43,0.0
2024-11-16,Healthcare,Credit Card,Food four fact difference.,548.16,0.0
2024-11-28,Bills,UPI,Market system expert look us mind politics writer.,505.84,0.19
2024-11-09,Groceries,Cash,Course which day inside not.,644.69,0.6
2024-11-02,Groceries,Cash,Send mean service among.,387.13,0.56
2024-11-18,Food,UPI,Thank yeah receive base rule place.,540.77,0.29
2024-11-29,Healthcare,Debit Card,Foreign foreign relate structure.,415.3,0.0
2024-11-25,Food,Debit Card,From similar water indicate.,670.61,0.06
2024-11-18,Stationary,Cash,Give what everybody.,539.71,0.29
2024-11-14,Investment,Cash,Situation agree great these meet.,62.48,0.0
2024-11-20,Groceries,Debit Card,Away him professional too.,650.56,0.37
2024-11-22,Bills,UPI,Painting allow family how boy.,304.21,0.66
2024-11-15,Stationary,Credit Card,Member gun thing adult none.,776.91,0.0
2024-11-27,Stationary,Cash,Sister service buy success.,232.47,0.17
2024-11-14,Bills,Credit Card,Hot possible class job themselves administration half environmental.,624.02,0.44
2024-11-01,Investment,Debit Card,Protect simple plan arrive night.,879.95,0.9
2024-11-15,Bills,UPI,Bag reason minute draw loss.,529.79,0.55
2024-11-24,Stationary,Cash,Yeah nice role find management group although.,150.47,0.34
2024-11-10,Subscription,Credit Card,Buy technology store office avoid yeah for.,210.24,0.0
2024-11-28,Healthcare,Debit Card,Quite pass physical.,583.66,0.0
2024-11-10,Stationary,Credit Card,Man whatever senior board data nature.,149.29,0.0
2024-11-03,Entertainment,UPI,Letter image city happy trade civil.,966.74,0.75
2024-11-21,Healthcare,Cash,Million team change learn other moment large music.,134.28,0.28
2024-11-09,Groceries,Cash,These off allow without production born movement.,515.62,0.0
2024-11-05,Food,UPI,Early just certainly make member down fact.,957.35,0.1
2024-11-25,Entertainment,UPI,Enough walk three international woman onto.,439.43,0.0
2024-11-07,Stationary,Credit Card,Enjoy choice power smile keep anyone throw action.,769.4,0.0
2024-11-20,Bills,Debit Card,Party official value compare.,80.27,0.38
2024-11-27,Groceries,Debit Card,Read soldier paper section either middle figure dark.,816.01,0.56
2024-11-24,Entertainment,Cash,Partner concern live entire style personal.,963.0,0.53
2024-11-15,Bills,Cash,Benefit just manager wish my scene north.,110.71,0.0
2024-11-14,Travel,Credit Card,American describe open people possible brother indicate.,192.97,0.53
2024-11-08,Investment,Credit Card,My summer study argue.,319.77,0.0
2024-11-12,Bills,UPI,Color nor region feeling room.,217.18,0.07
2024-11-04,Entertainment,Debit Card,Meeting do wind play contain group now good.,254.44,0.0
2024-11-20,Food,UPI,Too contain wide generation recent learn.,278.25,0.15
2024-11-28,Bills,UPI,Ahead think tonight true look ball large.,716.99,0.2
2024-11-07,Bills,UPI,Available use shoulder rather institution play cost.,13.23,0.12
2024-11-28,Entertainment,Debit Card,Trouble these approach action assume.,951.33,0.94
2024-11-26,Travel,Debit Card,General improve home certain word build.,961.6,0.25
2024-11-14,Groceries,UPI,Door seat interest heart find.,585.81,0.91
2024-11-29,Subscription,Debit Card,Security positive woman Democrat player consumer write.,923.29,0.0
2024-11-08,Groceries,Credit Card,Value available teach number available statement important.,266.59,0.0
2024-11-04,Groceries,Credit Card,Cost second board.,112.5,0.11
2024-11-09,Stationary,UPI,Say mind individual onto.,258.26,0.0
2024-11-25,Subscription,UPI,Various consider stuff democratic decade energy walk.,727.34,0.87
2024-11-06,Travel,Cash,Improve of begin couple.,321.8,0.0
2024-11-07,Subscription,Credit Card,Hotel lawyer rise social.,307.81,0.24
2024-11-06,Travel,Credit Card,Every partner board born sing.,362.7,0.0
2024-11-09,Stationary,Credit Card,Future single would any no above.,81.29,0.97
2024-11-24,Entertainment,UPI,Wonder bar article usually pressure mind.,221.36,0.53
2024-11-24,Entertainment,UPI,Describe really court own of according while.,886.7,0.04
2024-11-10,Investment,Debit Card,Admit cover collection line.,191.5,0.9
2024-11-14,Bills,Debit Card,Arm wish hard.,745.14,0.74
2024-11-10,Food,Credit Card,Different huge listen pick husband word yeah.,608.68,0.0
2024-11-14,Stationary,Debit Card,Thought out just rock.,592.25,0.9
2024-11-20,Healthcare,Cash,Business song citizen material hand billion government.,159.64,0.31
2024-11-26,Food,Debit Card,Space tell treatment nice store finish discussion.,853.85,0.0
2024-11-16,Food,Cash,Church prevent performance political third whole network.,319.49,0.74
2024-11-21,Food,Debit Card,Thus customer cover minute center man care.,853.51,0.0
2024-11-19,Healthcare,Debit Card,Dark meeting country final fund arrive.,510.21,0.52
2024-11-20,Groceries,Debit Card,She spring fight leave real.,277.51,0.93
2024-11-19,Stationary,Debit Card,Different sing base site its read.,755.87,0.0
2024-11-03,Travel,Debit Card,Represent professor arrive pattern.,138.58,0.0
2024-11-11,Bills,Credit Card,Near certain international eight analysis morning.,163.8,0.8
2024-11-12,Healthcare,Credit Card,Ten usually wear group company store evidence.,911.49,0.66
2024-11-28,Food,Cash,Avoid help spend poor.,783.47,0.4
2024-11-09,Investment,Credit Card,Against own force go range material.,523.66,0.97
2024-11-06,Stationary,UPI,Serve usually brother black paper.,534.54,0.0
2024-11-16,Entertainment,UPI,Agency fund tell fine.,724.23,0.22
2024-11-05,Stationary,Debit Card,Dinner other certainly threat center take.,659.52,0.18
2024-11-25,Entertainment,Cash,Morning weight seven consumer where rather simply both.,230.84,0.0
2024-11-04,Investment,Cash,Tell short between.,329.82,0.0
2024-11-25,Bills,UPI,Establish onto create focus.,755.87,0.23
2024-11-02,Healthcare,Debit Card,Pretty response military former suddenly one before.,418.78,0.08
2024-11-08,Food,Credit Card,Thing race far today then score.,480.35,0.8
2024-11-21,Healthcare,UPI,Least fast court end difference.,209.22,0.0
2024-11-18,Food,Credit Card,Guy marriage bar finally around experience approach receive.,457.38,0.6
2024-11-26,Groceries,UPI,Eight while wife event window order.,751.04,0.0
2024-11-12,Healthcare,UPI,Support north their firm.,188.24,0.41
2024-11-18,Travel,Cash,Pressure person find heavy.,241.65,0.39
2024-11-16,Stationary,Credit Card,Usually business subject upon.,500.0,0.0
2024-10-20,Bills,Debit Card,Shoulder should security lot player instead debate response.,490.3,0.0
2024-10-01,Subscription,Credit Card,Wait production however include style yes thank.,936.83,0.46
2024-10-10,Groceries,Credit Card,Body middle health artist scientist current condition.,489.24,0.24
2024-10-21,Healthcare,Debit Card,Cut player continue capital book war.,530.52,0.47
2024-10-05,Investment,UPI,Voice lay option watch those range able price.,199.48,0.0
2024-10-11,Healthcare,Cash,Camera west tend senior run debate.,619.38,0.03
2024-10-17,Healthcare,Cash,Game sister nature stuff about various.,260.54,0.64
2024-10-23,Subscription,Credit Card,Political section fast back science continue sign she.,409.21,0.93
2024-10-21,Food,UPI,Reach ground drive mean skin.,232.48,0.8
2024-10-29,Investment,UPI,Early performance statement whose amount.,547.25,0.46
2024-10-19,Subscription,Debit Card,Yet involve action wind natural.,401.51,0.74
2024-10-16,Subscription,Debit Card,Across easy cause possible.,715.02,0.36
2024-10-05,Investment,UPI,Popular care which scene imagine garden.,614.9,0.0
2024-10-07,Travel,Credit Card,Sport industry fact try mother.,625.63,0.0
2024-10-22,Entertainment,UPI,Fund former establish poor word effect.,526.3,0.0
2024-10-19,Healthcare,Cash,Star modern just.,605.39,0.58
2024-10-09,Investment,Cash,List both about between under.,939.41,0.61
2024-10-05,Groceries,Cash,Break mean standard.,399.6,0.43
2024-10-24,Bills,Debit Card,Case new begin report order lead they.,633.67,0.76
2024-10-15,Travel,Debit Card,Bit project head sense.,578.41,0.0
